Supplementary Table 5.  Genes annotated with “behavior” underneath each QTL (see “Candidate Gene Nomination” in Supplementary File 1).  ,,,,,,,,,,,,,,,
Gene Symbol,Chromosome,Gene Name,MGI ID,Start bp (GRCm39),End bp (GRCm39),Number of missense variants,Number of splice region variants,Number of inframe deletions,Number of inframe insertions,Number of nonsense mutations,Number of conserved element changes,Expressed in amygdala,Expressed in hippocampus,Expressed in prefrontal cortex,Interesting
Vezt,10,"vezatin, adherens junctions transmembrane protein",MGI:2143698,93797384,93871661,0,0,0,0,0,2,NO,YES,YES,YES
Washc4,10,WASH complex subunit 4,MGI:2441787,83379616,83432337,0,0,0,0,0,0,NO,YES,YES,NO
Wdr18,10,WD repeat domain 18,MGI:2158400,79795964,79805081,0,0,0,0,0,3,NO,YES,YES,YES
Zwint,10,ZW10 interactor,MGI:1289227,72490678,72510796,0,0,0,0,0,0,YES,YES,YES,NO
1700093K21Rik,11,RIKEN cDNA 1700093K21 gene,MGI:1914608,23466203,23471155,0,0,0,0,0,0,NO,YES,YES,NO
4930505A04Rik,11,RIKEN cDNA 4930505A04 gene,MGI:1922337,30376006,30421827,0,0,0,0,0,1,NO,YES,YES,YES
A830031A19Rik,11,RIKEN cDNA A830031A19 gene,MGI:2685508,23998955,24025054,0,0,0,0,0,0,NO,YES,YES,NO
Acsl6,11,acyl-CoA synthetase long-chain family member 6,MGI:894291,54194624,54255582,0,0,0,0,0,4,YES,YES,YES,YES
Adcy1,11,adenylate cyclase 1,MGI:99677,7013489,7128506,0,0,0,0,0,0,YES,YES,YES,NO
Adora2b,11,adenosine A2b receptor,MGI:99403,62139810,62157278,0,0,0,0,0,0,YES,YES,YES,NO
Adprm,11,"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent",MGI:1913608,66928731,66943420,0,0,0,0,0,0,NO,YES,YES,NO
Adra1b,11,"adrenergic receptor, alpha 1b",MGI:104774,43665433,43792037,0,0,0,0,0,0,YES,YES,YES,NO
Aff4,11,"AF4/FMR2 family, member 4",MGI:2136171,53241660,53312657,0,0,0,0,0,2,YES,YES,YES,YES
Aldh3a2,11,"aldehyde dehydrogenase family 3, subfamily A2",MGI:1353452,61114243,61158290,0,0,0,0,0,1,YES,YES,YES,YES
Arhgap44,11,Rho GTPase activating protein 44,MGI:2144423,64892865,65053787,0,0,0,0,0,1,YES,YES,YES,YES
Atox1,11,antioxidant 1 copper chaperone,MGI:1333855,55337463,55352034,0,0,0,0,0,0,NO,YES,YES,NO
B3gnt2,11,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",MGI:1889505,22784739,22810336,0,0,0,0,0,2,NO,YES,YES,YES
B9d1,11,B9 protein domain 1,MGI:1351471,61395970,61403757,0,0,0,0,0,0,NO,YES,YES,NO
BC053393,11,cDNA sequence BC053393,MGI:3039605,46462363,46480059,0,0,0,0,0,1,NO,NO,NO,NO
Canx,11,calnexin,MGI:88261,50184788,50216500,0,0,0,0,0,0,NO,YES,YES,NO
Ccdc85a,11,coiled-coil domain containing 85A,MGI:2445069,28335685,28534324,0,0,0,0,0,9,NO,YES,YES,YES
Ccdc88a,11,coiled coil domain containing 88A,MGI:1925177,29323658,29460808,0,0,0,0,0,3,NO,YES,YES,YES
Cnrip1,11,cannabinoid receptor interacting protein 1,MGI:1917505,17001859,17029372,0,0,0,0,0,4,NO,YES,YES,YES
Cox10,11,heme A:farnesyltransferase cytochrome c oxidase assembly factor 10,MGI:1917633,63853453,63970294,0,0,0,0,0,5,NO,YES,YES,YES
Cpeb4,11,cytoplasmic polyadenylation element binding protein 4,MGI:1914829,31822211,31885634,0,0,0,0,0,6,NO,YES,YES,YES
Csf2,11,colony stimulating factor 2 (granulocyte-macrophage),MGI:1339752,54138097,54140493,0,0,0,0,0,0,NO,NO,YES,NO
Cyfip2,11,cytoplasmic FMR1 interacting protein 2,MGI:1924134,46084677,46203686,0,0,0,0,0,0,YES,YES,YES,NO
Ddc,11,dopa decarboxylase,MGI:94876,11764101,11848144,0,0,0,0,0,0,YES,YES,YES,NO
Dock2,11,dedicator of cyto-kinesis 2,MGI:2149010,34176815,34674719,1,1,0,0,0,14,YES,YES,YES,YES
Dppa1,11,developmental pluripotency associated 1,MGI:2157522,46498599,46520088,0,0,0,0,0,0,YES,YES,NO,NO
Drg2,11,developmentally regulated GTP binding protein 2,MGI:1342307,60345417,60359580,0,0,0,0,0,1,NO,YES,YES,YES
Ebf1,11,early B cell factor 1,MGI:95275,44508144,44898918,0,0,0,0,0,10,YES,YES,YES,YES
Fam161a,11,"family with sequence similarity 161, member A",MGI:1921123,22957531,22980788,0,0,0,0,0,0,NO,YES,YES,NO
Fancl,11,"Fanconi anemia, complementation group L",MGI:1914280,26337084,26421883,1,0,0,0,0,2,NO,YES,YES,YES
Fndc9,11,fibronectin type III domain containing 9,MGI:2443410,46126384,46130698,0,0,0,0,0,0,NO,YES,YES,NO
Foxi1,11,forkhead box I1,MGI:1096329,34154341,34158089,0,0,0,0,0,0,NO,NO,NO,NO
Gabra1,11,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 1",MGI:95613,42021766,42073757,0,0,0,0,0,1,YES,YES,YES,YES
Gabra6,11,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 6",MGI:95618,42197264,42211899,0,0,0,0,0,0,YES,YES,NO,NO
Gabrb2,11,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 2",MGI:95620,42310584,42519855,0,0,0,0,0,4,YES,YES,YES,YES
Gabrg2,11,"gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2",MGI:95623,41801030,41891684,0,0,0,0,0,2,YES,YES,YES,YES
Gas7,11,growth arrest specific 7,MGI:1202388,67345917,67575800,0,0,0,0,0,2,NO,YES,YES,YES
Gfpt2,11,glutamine fructose-6-phosphate transaminase 2,MGI:1338883,49685005,49729440,0,1,0,0,0,2,NO,YES,YES,YES
Gjc2,11,"gap junction protein, gamma 2",MGI:2153060,59066394,59074039,0,0,0,0,0,0,NO,YES,YES,NO
Glp2r,11,glucagon-like peptide 2 receptor,MGI:2136733,67554877,67661979,0,0,0,0,0,0,NO,YES,YES,NO
Glra1,11,"glycine receptor, alpha 1 subunit",MGI:95747,55405065,55499024,0,0,0,0,0,1,NO,YES,YES,YES
Gm12258,11,predicted gene 12258,MGI:3651534,58737984,58752782,0,0,0,0,0,0,NO,YES,YES,NO
Gm2a,11,GM2 ganglioside activator protein,MGI:95762,54988941,55003855,0,0,0,0,0,0,NO,YES,YES,NO
Gria1,11,"glutamate receptor, ionotropic, AMPA1 (alpha 1)",MGI:95808,56902342,57221070,0,0,0,0,0,23,YES,YES,YES,YES
Grm6,11,"glutamate receptor, metabotropic 6",MGI:1351343,50741512,50757035,0,1,0,0,0,7,NO,NO,NO,NO
Hs3st3b1,11,heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1,MGI:1333853,63776618,63813116,0,0,0,0,0,1,NO,YES,YES,YES
Hspa4,11,heat shock protein 4,MGI:1342292,53150641,53191284,0,0,0,0,0,0,NO,YES,YES,NO
Igfbp3,11,insulin-like growth factor binding protein 3,MGI:96438,7156086,7163923,0,0,0,0,0,0,NO,YES,YES,NO
Il3,11,interleukin 3,MGI:96552,54156129,54158103,0,0,0,0,0,0,NO,NO,NO,NO
Il4,11,interleukin 4,MGI:96556,53503287,53509492,0,0,0,0,0,0,NO,YES,YES,NO
Il5,11,interleukin 5,MGI:96557,53611621,53615930,0,0,0,0,0,0,NO,YES,NO,NO
Il9r,11,interleukin 9 receptor,MGI:96564,32137541,32150279,9,2,0,0,0,7,NO,NO,NO,NO
Insyn2b,11,inhibitory synaptic factor family member 2B,MGI:3643491,34264822,34372642,0,0,0,0,0,7,NO,YES,YES,YES
Irgm2,11,immunity-related GTPase family M member 2,MGI:1926262,58105803,58113609,0,0,0,0,0,0,NO,YES,YES,NO
Itk,11,IL2 inducible T cell kinase,MGI:96621,46215977,46280342,0,0,0,0,0,2,NO,YES,NO,YES
Kcnip1,11,Kv channel-interacting protein 1,MGI:1917607,33579339,33943152,0,0,0,0,0,3,NO,YES,YES,YES
Kif3a,11,kinesin family member 3A,MGI:107689,53458206,53492794,0,1,0,0,0,3,NO,YES,YES,YES
Larp1,11,"La ribonucleoprotein 1, translational regulator",MGI:1890165,57899890,57952860,0,0,0,0,0,0,NO,YES,YES,NO
Map2k4,11,mitogen-activated protein kinase kinase 4,MGI:1346869,65579069,65679123,0,0,0,0,0,0,YES,YES,YES,NO
Mapk7,11,mitogen-activated protein kinase 7,MGI:1346347,61379638,61385101,0,0,0,1,0,1,NO,YES,YES,YES
Mdh1,11,"malate dehydrogenase 1, NAD (soluble)",MGI:97051,21506692,21521934,0,0,0,0,0,0,YES,YES,YES,NO
Meis1,11,Meis homeobox 1,MGI:104717,18830428,18968992,0,0,0,0,0,15,YES,YES,NO,YES
Mgat1,11,mannoside acetylglucosaminyltransferase 1,MGI:96973,49135018,49153854,0,0,0,0,0,0,NO,YES,YES,NO
Mprip,11,myosin phosphatase Rho interacting protein,MGI:1349438,59552973,59671688,0,0,0,0,0,1,NO,YES,YES,YES
Mrnip,11,MRN complex interacting protein,MGI:1915317,50065678,50090943,0,0,0,0,0,1,NO,YES,YES,YES
Mrpl22,11,mitochondrial ribosomal protein L22,MGI:1333794,58062487,58070391,0,0,0,0,0,0,NO,YES,YES,NO
Myh1,11,"myosin, heavy polypeptide 1, skeletal muscle, adult",MGI:1339711,67090922,67115401,0,0,0,0,0,3,NO,NO,NO,NO
Myh4,11,"myosin, heavy polypeptide 4, skeletal muscle",MGI:1339713,67128855,67151272,0,0,0,0,0,0,NO,YES,YES,NO
Myo15a,11,myosin XVA,MGI:1261811,60360165,60419195,0,0,0,0,0,0,NO,NO,NO,NO
Ncor1,11,nuclear receptor co-repressor 1,MGI:1349717,62207132,62348200,0,0,0,0,0,1,YES,YES,YES,YES
Nmur2,11,neuromedin U receptor 2,MGI:2441765,55915816,55931813,0,0,0,0,0,0,NO,NO,NO,NO
Otx1,11,orthodenticle homeobox 1,MGI:97450,21944764,21952897,0,0,0,0,0,3,YES,YES,YES,YES
Pank3,11,pantothenate kinase 3,MGI:2387464,35660322,35682112,0,0,0,0,0,0,NO,YES,YES,NO
Papolg,11,poly(A) polymerase gamma,MGI:2442119,23812646,23845253,0,0,0,0,0,1,NO,YES,YES,YES
Pex13,11,peroxisomal biogenesis factor 13,MGI:1919379,23597283,23615883,0,0,0,0,0,0,NO,YES,YES,NO
Pirt,11,phosphoinositide-interacting regulator of transient receptor potential channels,MGI:2443635,66802807,66820702,0,0,0,0,0,0,NO,YES,NO,NO
Pmp22,11,peripheral myelin protein 22,MGI:97631,63019808,63050373,0,0,0,0,0,3,NO,YES,YES,YES
Ppp3r1,11,"protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I)",MGI:107172,17109298,17150380,0,0,0,0,0,0,NO,YES,YES,NO
Prop1,11,paired like homeodomain factor 1,MGI:109330,50841633,50844584,2,0,0,0,0,0,NO,NO,NO,NO
Pttg1,11,pituitary tumor-transforming gene 1,MGI:1353578,43311077,43317078,0,0,0,0,0,0,YES,YES,YES,NO
Rad50,11,RAD50 double strand break repair protein,MGI:109292,53540346,53598146,0,0,0,0,0,0,NO,YES,YES,NO
Rai1,11,retinoic acid induced 1,MGI:103291,59995839,60090023,0,0,0,0,0,1,YES,YES,YES,YES
Rars,11,arginyl-tRNA synthetase,MGI:1914297,35699208,35725333,0,0,0,0,0,0,YES,YES,YES,NO
Rasd1,11,"RAS, dexamethasone-induced 1",MGI:1270848,59854007,59855770,0,0,0,0,0,0,NO,YES,YES,NO
Rel,11,reticuloendotheliosis oncogene,MGI:97897,23686847,23720969,0,0,0,0,0,0,NO,YES,YES,NO
Rhbdf1,11,rhomboid 5 homolog 1,MGI:104328,32159585,32172300,0,0,0,0,0,0,NO,YES,YES,NO
Rmnd5b,11,required for meiotic nuclear division 5 homolog B,MGI:1913339,51514500,51526723,0,0,0,0,0,0,NO,YES,YES,NO
Rnf112,11,ring finger protein 112,MGI:106611,61339268,61344957,0,0,0,0,0,0,NO,YES,YES,NO
Septin8,11,septin 8,MGI:894310,53410224,53440432,0,0,0,0,0,1,NO,YES,YES,YES
Sgcd,11,"sarcoglycan, delta (dystrophin-associated glycoprotein)",MGI:1346525,46861904,47880309,0,0,0,0,0,4,NO,YES,YES,YES
Slc36a2,11,"solute carrier family 36 (proton/amino acid symporter), member 2",MGI:1891430,55049296,55075903,0,0,0,0,0,0,NO,YES,YES,NO
Slc47a1,11,"solute carrier family 47, member 1",MGI:1914723,61234227,61269171,0,0,0,0,0,0,NO,YES,YES,NO
Sowaha,11,sosondowah ankyrin repeat domain family member A,MGI:2687280,53367405,53371022,0,0,0,0,0,0,NO,YES,YES,NO
Sox30,11,SRY (sex determining region Y)-box 30,MGI:1341157,45871137,45908821,0,0,0,0,0,0,NO,NO,YES,NO
Sparc,11,secreted acidic cysteine rich glycoprotein,MGI:98373,55284985,55310906,0,0,0,0,0,2,NO,YES,YES,YES
Sqstm1,11,sequestosome 1,MGI:107931,50090193,50101654,0,0,0,0,0,0,NO,YES,YES,NO
Tbc1d9b,11,"TBC1 domain family, member 9B",MGI:1924045,50022223,50063612,1,0,0,0,0,8,NO,YES,YES,YES
Tcf7,11,"transcription factor 7, T cell specific",MGI:98507,52143198,52174158,0,0,0,0,0,0,YES,YES,YES,NO
Tlx3,11,"T cell leukemia, homeobox 3",MGI:1351209,33150752,33153589,0,0,0,0,0,0,YES,YES,NO,NO
Tom1l2,11,target of myb1-like 2 (chicken),MGI:2443306,60117540,60243731,0,0,0,0,0,1,NO,YES,YES,YES
Top3a,11,topoisomerase (DNA) III alpha,MGI:1197527,60630884,60668191,1,0,0,0,0,5,NO,YES,YES,YES
Trim16,11,tripartite motif-containing 16,MGI:2137356,62711034,62733774,0,0,0,0,0,0,NO,YES,YES,NO
Ttc19,11,tetratricopeptide repeat domain 19,MGI:1920045,62172256,62208611,0,0,0,0,0,0,NO,YES,YES,NO
Ubb,11,ubiquitin B,MGI:98888,62441997,62444039,0,0,0,0,0,0,NO,YES,YES,NO
Ube2b,11,ubiquitin-conjugating enzyme E2B,MGI:102944,51876324,51891589,0,0,0,0,0,1,NO,YES,YES,YES
Ublcp1,11,ubiquitin-like domain containing CTD phosphatase 1,MGI:1933105,44345398,44361325,0,0,0,0,0,0,NO,YES,YES,NO
Ulk2,11,unc-51 like kinase 2,MGI:1352758,61666475,61745899,0,0,0,0,0,0,YES,YES,YES,NO
Upp1,11,uridine phosphorylase 1,MGI:1097668,9068103,9086170,0,0,0,0,0,0,NO,YES,YES,NO
Usp22,11,ubiquitin specific peptidase 22,MGI:2144157,61042611,61065881,0,0,0,0,0,0,NO,YES,YES,NO
Vdac1,11,voltage-dependent anion channel 1,MGI:106919,52251687,52280224,0,1,0,0,0,0,YES,YES,YES,YES
Vps54,11,VPS54 GARP complex subunit,MGI:2178798,21189281,21271136,1,0,0,0,0,8,NO,YES,YES,YES
Wnt3a,11,"wingless-type MMTV integration site family, member 3A",MGI:98956,59138862,59181577,0,0,0,0,0,0,YES,YES,NO,NO
Wwc1,11,"WW, C2 and coiled-coil domain containing 1",MGI:2388637,35729227,35871354,0,0,0,0,0,1,NO,YES,YES,YES
Zfp287,11,zinc finger protein 287,MGI:2176561,62591182,62622731,0,0,0,0,0,1,NO,YES,YES,YES
3425401B19Rik,14,RIKEN cDNA 3425401B19 gene,MGI:3588196,32381076,32407250,0,0,0,0,0,1,NO,NO,NO,NO
Abcc4,14,"ATP-binding cassette, sub-family C (CFTR/MRP), member 4",MGI:2443111,118720104,118943631,0,0,0,0,0,2,NO,YES,YES,YES
Abhd4,14,abhydrolase domain containing 4,MGI:1915938,54491586,54506626,0,0,0,0,0,0,YES,YES,YES,NO
Acod1,14,aconitate decarboxylase 1,MGI:103206,103284448,103294009,0,0,0,0,0,0,NO,NO,NO,NO
Actr8,14,ARP8 actin-related protein 8,MGI:1860775,29700294,29717409,0,0,0,0,0,0,NO,YES,YES,NO
Adk,14,adenosine kinase,MGI:87930,21102642,21498637,0,0,0,0,0,6,YES,YES,YES,YES
Akap11,14,A kinase (PRKA) anchor protein 11,MGI:2684060,78729686,78774248,0,0,0,0,0,0,NO,YES,YES,NO
Ap5m1,14,"adaptor-related protein complex 5, mu 1 subunit",MGI:1921635,49303869,49331681,0,0,0,0,0,4,NO,YES,YES,YES
Appl1,14,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1",MGI:1920243,26640943,26692567,0,0,0,0,0,2,NO,YES,YES,YES
Arf4,14,ADP-ribosylation factor 4,MGI:99433,26359289,26377997,0,0,0,0,0,1,NO,YES,YES,YES
Armh4,14,armadillo-like helical domain containing 4,MGI:1914669,49919017,50020843,0,0,0,0,0,0,NO,YES,YES,NO
Atp8a2,14,"ATPase, aminophospholipid transporter-like, class I, type 8A, member 2",MGI:1354710,59875989,60434628,0,0,0,0,0,7,NO,YES,YES,YES
Bcl2l2,14,BCL2-like 2,MGI:108052,55120834,55125691,0,0,0,0,0,0,YES,YES,YES,NO
Bmp4,14,bone morphogenetic protein 4,MGI:88180,46620982,46628126,0,0,0,0,0,2,YES,YES,YES,YES
Bmpr1a,14,"bone morphogenetic protein receptor, type 1A",MGI:1338938,34133018,34225335,0,0,0,0,0,3,YES,YES,YES,YES
Btd,14,biotinidase,MGI:1347001,31363014,31390154,3,0,0,0,0,4,NO,YES,YES,YES
C1qtnf9,14,C1q and tumor necrosis factor related protein 9,MGI:3045252,61005583,61018318,2,1,0,0,0,4,NO,YES,YES,YES
Cacna1d,14,"calcium channel, voltage-dependent, L type, alpha 1D subunit",MGI:88293,29761898,30213113,0,0,0,0,0,4,NO,YES,YES,YES
Cacna2d3,14,"calcium channel, voltage-dependent, alpha2/delta subunit 3",MGI:1338890,28626900,29443821,0,0,0,0,0,19,NO,YES,YES,YES
Capn7,14,calpain 7,MGI:1338030,31058595,31093943,0,0,0,0,0,3,YES,YES,YES,YES
Carmil3,14,capping protein regulator and myosin 1 linker 3,MGI:2448573,55728108,55745729,0,0,0,0,0,1,NO,YES,YES,YES
Cbln3,14,cerebellin 3 precursor protein,MGI:1889286,56116377,56121713,0,0,0,0,0,0,YES,YES,NO,NO
Ccar2,14,cell cycle activator and apoptosis regulator 2,MGI:2444228,70375613,70391260,0,0,0,0,0,0,NO,YES,YES,NO
Ccdc122,14,coiled-coil domain containing 122,MGI:1918358,77274212,77349697,1,0,0,0,0,17,NO,YES,YES,YES
Ccdc25,14,coiled-coil domain containing 25,MGI:1914429,66074751,66104053,0,0,0,0,0,0,NO,YES,YES,NO
Ccnb1ip1,14,cyclin B1 interacting protein 1,MGI:2685134,51026706,51033185,0,0,0,0,0,0,NO,YES,NO,NO
Cdkn3,14,cyclin-dependent kinase inhibitor 3,MGI:1919641,46997912,47008987,0,0,0,0,0,0,NO,YES,YES,NO
Cenpj,14,centromere protein J,MGI:2684927,56764218,56812882,0,0,0,0,0,1,NO,YES,YES,YES
Chat,14,choline acetyltransferase,MGI:88392,32130160,32187866,0,0,0,0,0,0,YES,YES,NO,NO
Chd8,14,chromodomain helicase DNA binding protein 8,MGI:1915022,52435608,52495237,0,0,0,0,0,1,NO,YES,YES,YES
Chdh,14,choline dehydrogenase,MGI:1860776,29730957,29762423,0,0,0,0,0,1,YES,YES,YES,YES
Cideb,14,"cell death-inducing DNA fragmentation factor, alpha subunit-like effector B",MGI:1270844,55991509,55995881,0,0,0,0,0,0,NO,YES,YES,NO
Cldn10,14,claudin 10,MGI:1913101,119025283,119111937,0,0,0,0,0,0,NO,YES,YES,NO
Clu,14,clusterin,MGI:88423,66205932,66218996,1,0,0,0,0,1,YES,YES,YES,YES
Cnih1,14,cornichon family AMPA receptor auxiliary protein 1,MGI:1277202,47013024,47025814,0,0,0,0,0,0,YES,YES,YES,NO
Colq,14,collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase,MGI:1338761,31245039,31313300,0,0,0,0,0,1,NO,YES,YES,YES
Cpne6,14,copine VI,MGI:1334445,55747902,55754888,0,0,0,0,0,1,NO,YES,YES,YES
Dach1,14,dachshund family transcription factor 1,MGI:1277991,98024289,98407201,0,0,0,0,0,18,NO,YES,YES,YES
Dennd6a,14,DENN/MADD domain containing 6A,MGI:2442980,26295013,26355477,0,0,0,0,0,6,NO,YES,YES,YES
Dgkh,14,"diacylglycerol kinase, eta",MGI:2444188,78796789,78970169,0,0,0,0,0,0,NO,YES,YES,NO
Dhrs4,14,dehydrogenase/reductase (SDR family) member 4,MGI:90169,55716215,55727797,0,0,0,0,0,0,NO,YES,YES,NO
Diaph3,14,diaphanous related formin 3,MGI:1927222,86892803,87378671,0,0,0,0,0,5,NO,YES,YES,YES
Dis3,14,"DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease",MGI:1919912,99314070,99337217,0,0,0,0,0,0,NO,YES,YES,NO
Dlg5,14,discs large MAGUK scaffold protein 5,MGI:1918478,24184021,24295988,0,0,0,0,0,0,NO,YES,YES,NO
Dnah1,14,"dynein, axonemal, heavy chain 1",MGI:107721,30982332,31045853,0,1,0,0,0,5,NO,YES,YES,YES
Dnajc3,14,DnaJ heat shock protein family (Hsp40) member C3,MGI:107373,119175388,119219109,0,0,0,0,0,0,NO,YES,YES,NO
Dusp13,14,dual specificity phosphatase 13,MGI:1351599,21783460,21798704,0,0,0,0,0,0,NO,YES,YES,NO
Eaf1,14,ELL associated factor 1,MGI:1921677,31217036,31231815,0,0,0,0,0,0,NO,YES,YES,NO
Ebf2,14,early B cell factor 2,MGI:894332,67470741,67668367,0,0,0,0,0,14,YES,YES,YES,YES
Ednrb,14,endothelin receptor type B,MGI:102720,104052061,104081838,0,0,0,0,0,0,YES,YES,YES,NO
Egr3,14,early growth response 3,MGI:1306780,70314766,70320062,0,0,0,0,0,0,NO,YES,YES,NO
Erc2,14,ELKS/RAB6-interacting/CAST family member 2,MGI:1098749,27344385,28200494,0,0,0,0,0,47,YES,YES,YES,YES
Ercc6,14,"excision repair cross-complementing rodent repair deficiency, complementation group 6",MGI:1100494,32235478,32302947,1,0,0,0,0,0,NO,YES,YES,YES
Esd,14,esterase D/formylglutathione hydrolase,MGI:95421,74969737,74988205,0,0,0,0,0,1,NO,YES,YES,YES
Fbxl3,14,F-box and leucine-rich repeat protein 3,MGI:1354702,103317675,103337002,0,0,0,0,0,0,NO,YES,YES,NO
Fdft1,14,farnesyl diphosphate farnesyl transferase 1,MGI:102706,63382599,63417027,0,0,0,0,0,0,YES,YES,YES,NO
Fgf9,14,fibroblast growth factor 9,MGI:104723,58308004,58350177,0,0,0,0,0,0,YES,YES,YES,NO
Flnb,14,"filamin, beta",MGI:2446089,14518185,14651816,0,0,0,0,0,0,NO,YES,YES,NO
Fndc3a,14,fibronectin type III domain containing 3A,MGI:1196463,72775386,72947443,0,0,0,0,0,0,NO,YES,YES,NO
Fzd3,14,frizzled class receptor 3,MGI:108476,65429898,65499912,0,0,0,0,0,3,YES,YES,YES,YES
Gch1,14,GTP cyclohydrolase 1,MGI:95675,47391352,47426870,0,0,0,0,0,0,YES,YES,YES,NO
Gdf10,14,growth differentiation factor 10,MGI:95684,33645544,33658471,0,0,0,0,0,0,NO,YES,YES,NO
Gfra2,14,glial cell line derived neurotrophic factor family receptor alpha 2,MGI:1195462,71127560,71217278,0,0,0,0,0,14,NO,YES,YES,YES
Gjb6,14,"gap junction protein, beta 6",MGI:107588,57360760,57371068,0,0,0,0,0,0,NO,YES,YES,NO
Gmfb,14,"glia maturation factor, beta",MGI:1927133,47045606,47059699,0,0,0,0,0,4,NO,YES,YES,YES
Grid1,14,"glutamate receptor, ionotropic, delta 1",MGI:95812,34542065,35305336,0,0,0,0,0,21,YES,YES,YES,YES
Gulo,14,gulonolactone (L-) oxidase,MGI:1353434,66224235,66246656,0,0,0,0,0,0,NO,YES,NO,NO
Hmbox1,14,homeobox containing 1,MGI:2445066,65049049,65187320,0,0,0,0,0,1,NO,YES,YES,YES
Hnrnpc,14,heterogeneous nuclear ribonucleoprotein C,MGI:107795,52310834,52341485,0,0,0,0,0,0,NO,YES,YES,NO
Hr,14,lysine demethylase and nuclear receptor corepressor,MGI:96223,70789652,70810988,0,0,0,0,0,0,NO,YES,YES,NO
Htr2a,14,5-hydroxytryptamine (serotonin) receptor 2A,MGI:109521,74878314,74944299,0,0,0,0,0,12,YES,YES,YES,YES
Itm2b,14,integral membrane protein 2B,MGI:1309517,73599666,73622729,0,1,0,0,0,3,YES,YES,YES,YES
Kbtbd7,14,kelch repeat and BTB (POZ) domain containing 7,MGI:2685141,79663951,79668476,0,0,0,0,0,1,NO,YES,YES,YES
Kcnk16,14,"potassium channel, subfamily K, member 16",MGI:1921821,20311444,20319267,0,0,0,0,0,0,NO,NO,NO,NO
Kcnma1,14,"potassium large conductance calcium-activated channel, subfamily M, alpha member 1",MGI:99923,23342356,24055173,0,0,0,0,0,16,NO,YES,YES,YES
Kctd12,14,potassium channel tetramerisation domain containing 12,MGI:2145823,103214017,103220073,0,0,0,0,0,0,NO,YES,YES,NO
Kctd9,14,potassium channel tetramerisation domain containing 9,MGI:2145579,67953536,67979760,0,1,0,0,0,3,NO,YES,YES,YES
Klf5,14,Kruppel-like factor 5,MGI:1338056,99536127,99550848,0,0,0,0,0,1,NO,YES,YES,YES
Klhl1,14,kelch-like 1,MGI:2136335,96342701,96756470,0,0,0,0,0,3,NO,YES,YES,YES
Lats2,14,large tumor suppressor 2,MGI:1354386,57927119,57983669,0,0,0,0,0,0,YES,YES,YES,NO
Ldb3,14,LIM domain binding 3,MGI:1344412,34248560,34310639,2,0,0,0,0,3,NO,YES,YES,YES
Lgals3,14,"lectin, galactose binding, soluble 3",MGI:96778,47611317,47623624,0,0,0,0,0,0,NO,YES,NO,NO
Lmo7,14,LIM domain only 7,MGI:1353586,101967393,102172146,0,0,0,0,0,12,NO,YES,YES,YES
Lpar6,14,lysophosphatidic acid receptor 6,MGI:1914418,73475331,73477798,0,0,0,0,0,1,NO,YES,YES,YES
Lrit1,14,"leucine-rich repeat, immunoglobulin-like and transmembrane domains 1",MGI:2385320,36776787,36786903,0,0,0,0,0,0,NO,NO,NO,NO
Lrmda,14,leucine rich melanocyte differentiation associated,MGI:1923883,22069780,23106153,0,0,0,0,0,34,NO,YES,NO,YES
Mapk8,14,mitogen-activated protein kinase 8,MGI:1346861,33099855,33169115,0,0,0,0,0,0,NO,YES,YES,NO
Mipep,14,mitochondrial intermediate peptidase,MGI:1917728,61022022,61142927,0,0,0,0,0,4,NO,YES,YES,YES
Mmp14,14,matrix metallopeptidase 14 (membrane-inserted),MGI:101900,54669055,54679913,0,0,0,0,0,4,NO,YES,YES,YES
Msra,14,methionine sulfoxide reductase A,MGI:106916,64360074,64693352,0,0,0,0,0,3,NO,YES,YES,YES
Mss51,14,MSS51 mitochondrial translational activator,MGI:1922093,20532935,20546969,0,0,0,0,0,0,NO,YES,YES,NO
Mycbp2,14,"MYC binding protein 2, E3 ubiquitin protein ligase",MGI:2179432,103350847,103584250,0,0,0,0,0,0,NO,YES,YES,NO
Myh6,14,"myosin, heavy polypeptide 6, cardiac muscle, alpha",MGI:97255,55179378,55204384,0,4,0,0,0,2,NO,YES,YES,YES
Myoz1,14,myozenin 1,MGI:1929471,20699175,20706608,0,0,0,0,0,2,NO,YES,NO,YES
Naa16,14,"N(alpha)-acetyltransferase 16, NatA auxiliary subunit",MGI:1914147,79571947,79628228,0,0,0,0,0,2,NO,YES,YES,YES
Ndfip2,14,Nedd4 family interacting protein 2,MGI:1923523,105496008,105546732,0,0,0,0,0,8,YES,YES,YES,YES
